ID,Bank branch,Funding type,Funding classification,Customer sector,Funding value,Installement value,Exchange date,Gender,Age,Social status,Special needs,Family members,Saving loan,Income
5914,Abha,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 10,No,>= 10000
5915,Abha,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 10,No,< 5000
5916,Riyadh,Social,Family,Government employee,24000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 7500
5917,Abha,Social,Family,Government retired,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 02,No,< 5000
5918,Abha,Social,Family,Government retired,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 02,No,>= 7500
5919,Abha,Social,Family,NULL,60000,>= 1000,2019/03,Male,>= 40,Married,No,>= 05,No,< 5000
5920,Abha,Social,Family,NULL,60000,>= 1000,2019/03,Male,>= 40,Married,No,>= 05,No,>= 10000
5921,Duwadimi,Project,Emerging,NULL,187000,>= 1000,2019/03,Female,>= 30,Married,No,>= 02,No,< 5000
5922,Duwadimi,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
5923,Abha,Social,Family,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
5924,Abha,Social,Family,NULL,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
5925,Abha,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
5926,Abha,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
5927,Abha,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
5928,Duwadimi,Social,Marriage,Government employee,42000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 7500
5929,Riyadh,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
5930,Riyadh,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
5931,Riyadh,Social,Family,Government employee,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 10,No,>= 7500
5932,Riyadh,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 10,No,< 5000
5933,Riyadh,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 10,No,>= 10000
5934,Duwadimi,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,Yes,>= 02,Yes,< 5000
5935,Duwadimi,Social,Renovation,Government retired,60000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,Yes,>= 7500
5936,Duwadimi,Social,Renovation,Government retired,60000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,Yes,>= 10000
5937,Abha,Social,Family,Private sector employee,36000,< 1000,2019/01,Male,>= 40,Married,No,>= 02,No,>= 5000
5938,Abha,Social,Family,Private sector employee,36000,< 1000,2019/01,Male,>= 40,Married,No,>= 02,No,>= 7500
5939,Duwadimi,Social,Family,Private sector employee,42000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 10000
5940,Duwadimi,Social,Family,Private sector employee,42000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,No,< 5000
5941,Riyadh,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,>= 10000
5942,Riyadh,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,>= 5000
5943,Riyadh,Social,Family,Government employee,24000,< 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 7500
5944,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,Yes,>= 05,No,>= 10000
5945,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,Yes,>= 05,No,< 5000
5946,Duwadimi,Project,Solution,NULL,144000,>= 1000,2019/03,Female,>= 40,Married,No,>= 02,No,
5947,Duwadimi,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 10,No,< 5000
5948,Duwadimi,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 10,No,>= 7500
5949,Abha,Social,Family,Government employee,18000,< 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
5950,Abha,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 5000
5951,Abha,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
5952,Abha,Social,Family,Government employee,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 05,No,< 5000
5953,Duwadimi,Social,Family,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
5954,Abha,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
5955,Abha,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
5956,Duwadimi,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
5957,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
5958,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
5959,Duwadimi,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
5960,Riyadh,Social,Family,Government employee,60000,>= 1000,2019/01,Female,>= 40,Married,No,>= 05,No,>= 10000
5961,Abha,Social,Family,Government employee,24000,< 1000,2019/03,Male,>= 30,Married,No,>= 05,No,>= 7500
5962,Abha,Social,Marriage,Government employee,36000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
5963,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
5964,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
5965,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
5966,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
5967,Abha,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 7500
5968,Abha,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
5969,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
5970,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
5971,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
5972,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
5973,Abha,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
5974,Abha,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
5975,Abha,Project,Emerging,NULL,101000,>= 1000,2019/03,Male,>= 30,Married,No,< 02,No,< 5000
5976,Abha,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
5977,Abha,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
5978,Abha,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
5979,Abha,Social,Marriage,Private sector employee,42000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,< 5000
5980,Abha,Social,Marriage,Private sector employee,42000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 7500
5981,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
5982,Abha,Social,Marriage,Government employee,54000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
5983,Abha,Project,Emerging,NULL,143000,>= 1000,2019/02,Male,>= 30,Married,No,< 02,No,< 5000
5984,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
5985,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
5986,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
5987,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
5988,Abha,Social,Family,Private sector employee,60000,>= 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 10000
5989,Buraydah,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
5990,Abha,Social,Family,Private sector employee,60000,>= 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 5000
5991,Abha,Social,Marriage,Government employee,54000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
5992,Abha,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
5993,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
5994,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
5995,Abha,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 5000
5996,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
5997,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
5998,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
5999,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
6000,Abha,Social,Marriage,Government company employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
6001,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
6002,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
6003,Abha,Social,Marriage,Private sector employee,42000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
6004,Abha,Social,Marriage,Private sector employee,42000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
6005,Abha,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
6006,Abha,Social,Marriage,Private sector employee,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
6007,Abha,Social,Marriage,Private sector employee,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6008,Abha,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6009,Riyadh,Social,Family,Government employee,36000,< 1000,2019/03,Male,>= 30,Married,No,>= 05,No,>= 7500
6010,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 05,No,< 5000
6011,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 40,Widow,No,>= 05,No,>= 10000
6012,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
6013,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
6014,Abha,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
6015,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 60,Widow,No,>= 02,No,< 5000
6016,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 60,Widow,No,>= 02,No,>= 10000
6017,Abha,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
6018,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6019,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
6020,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 05,No,>= 10000
6021,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 05,No,< 5000
6022,Abha,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
6023,Abha,Social,Marriage,Private sector employee,48000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
6024,Abha,Social,Marriage,Private sector employee,48000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6025,Abha,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
6026,Abha,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 7500
6027,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
6028,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
6029,Abha,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 10000
6030,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6031,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6032,Abha,Project,Solution,NULL,154000,>= 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
6033,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6034,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6035,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6036,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6037,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6038,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6039,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
6040,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
6041,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
6042,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
6043,Abha,Social,Family,Private sector employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
6044,Abha,Social,Family,Private sector employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 5000
6045,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6046,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6047,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
6048,Duwadimi,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
6049,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
6050,Abha,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 7500
6051,Abha,Social,Marriage,Government employee,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6052,Abha,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 10,No,>= 7500
6053,Abha,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 10,No,>= 10000
6054,Abha,Social,Family,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
6055,Abha,Social,Family,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
6056,Abha,Social,Family,Government retired,30000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,No,>= 7500
6057,Abha,Social,Family,Government retired,30000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,No,>= 7500
6058,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6059,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
6060,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6061,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6062,Abha,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
6063,Abha,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
6064,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,< 5000
6065,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 10000
6066,Duwadimi,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
6067,Abha,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,< 5000
6068,Abha,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 5000
6069,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,Yes,>= 7500
6070,Abha,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,Yes,< 5000
6071,Abha,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 5000
6072,Abha,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 7500
6073,Abha,Social,Marriage,NULL,48000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 10000
6074,Abha,Social,Marriage,NULL,48000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,< 5000
6075,Abha,Social,Family,Retired of insurance,54000,< 1000,2019/01,Male,>= 60,Married,No,>= 10,No,< 5000
6076,Abha,Social,Family,Retired of insurance,54000,< 1000,2019/01,Male,>= 60,Married,No,>= 10,No,>= 10000
6077,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,>= 10000
6078,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,< 5000
6079,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
6080,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
6081,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6082,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6083,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6084,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6085,Abha,Social,Marriage,Government company employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6086,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
6087,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
6088,Abha,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
6089,Abha,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
6090,Abha,Social,Family,NULL,48000,< 1000,2019/03,Female,< 30,Divorced,No,>= 02,No,>= 7500
6091,Abha,Social,Family,NULL,48000,< 1000,2019/03,Female,< 30,Divorced,No,>= 02,No,< 5000
6092,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6093,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6094,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
6095,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
6096,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
6097,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
6098,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 10000
6099,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
6100,Abha,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
6101,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6102,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6103,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
6104,Duwadimi,Social,Marriage,Government employee,18000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
6105,Duwadimi,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 10000
6106,Duwadimi,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 5000
6107,Duwadimi,Social,Marriage,Government employee,18000,< 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
6108,Duwadimi,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6109,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
6110,Abha,Social,Marriage,Private sector employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
6111,Abha,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 10000
6112,Abha,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,< 5000
6113,Abha,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
6114,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
6115,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
6116,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 5000
6117,Abha,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
